,content,score
443,下订单的时候都显示赠送无线充电宝，可是收到手机的时候就没有赠送小米无线充电宝，这还是第一次遇到，，，，,1
444,这个套餐钢化膜碎了，都售后的，辣鸡,1
445,买完不到几天就降价了，还没有说明，&rarr;_&rarr;这么大的牌子，说降就降，真的是。。。。。,1
446,刚好十六天，黑屏了,1
447,看~会发热，玩王者也没苹果的清晰度清楚,1
448,手机很好 就是上面标注的PLUS赠品没给我  所以给你1分,1
449,屏上指纹一直解锁失败，手机一摔屏幕就坏了,1
450,开不了机以退货,1
451,中奖了。品控真是差。sim卡槽凸出来像多了一个按键,1
452,不推荐，小米重新定义现货。,1
453,下单5天才发货，呵呵,1
454,手机挺好的，就是这个物流不知道在干嘛，转给站还能转错，1号下的单结果到6号才到，迷路了？,1
455,耗电快，网络断流，相素没想象中号,1
456,用了一个月 下了个雨一不小心就进水了 拜拜,1
457,屏下指纹不灵敏，容易卡顿，觉得与价格不匹配！,1
458,嘿别小米，打王者卡住不动了，锁屏放口袋里自动亮屏，,1
459,刚收到手机，就降价300，坑,1
460,这破手机，图二卡成这样，运行内存8G呢？,1
461,这个型号手机描述有无线充而送来没有，还有保护莫没有,1
462,信号差 经常显示无法连接数据,1
463,退了，闪退，黑屏。还卡，点不动。,1
464,断流严重，电池掉电也快，其他还没发现别的问题,1
465,充电发烫，待机时间短,1
466,电池一天三充，真不是一般的烦。,1
467,4.9日小米商城买了redmi airdots ，至今还没发货。 京东买好歹写一个 发货日期。 小米商城什么都没写。,1
468,~未拆封，带京东发票，原价，出个运费就行，,1
469,用过十多天，，没有以前反应快了。跟苹果还是差，,1
470,正在退货中，电池耗电过高一天两充，老人用,1
471,耳机线不配一个,1
472,坏了,1
473,买了一个月官方搞活动送无线充期间还降过价，老用户猪狗不如,1
474,态度不好,1
475,手机没什么问题    但是什么都没有送，快递只有一个手机盒  连个耳机都没有送    唉  失望,1
476,没有理想的好，今天刚到手的新手机  玩个游戏都能黑屏？,1
477,经常有些小bug，比如中间上划有时候要划很多次,1
478,不好，极差,1
479,耳机都不送一根的吗？一样赠品也没有,1
480,信号太差，其它都还好,1
481,蓝牙是坏的,1
482,不理想,1
483,电池确实不行,1
484,买完就降价,1
485,手机指纹不是很灵活，有时好用有时不好用，不知道跟啥有关。,1
486,不是送壳膜套装吗？拿到货怎么没有呢。拿到手机看你京东还有送壳膜套装的活动呢！,1
487,买了就降价，辣鸡！屏幕指纹在口袋总是误触,1
488,买了就降价,1
489,卡卡卡卡卡，放在口袋还经常乱拍照，左边那个键到底有毛用？,1
490,第一次用小米手机，收到两次都有质量问题，第三次换货收到的还可以，最让我接受不了的是7月12号收到的第三个手机到27号就降价了200才半月时间啊,1
491,退了，退货还和京东物流吵了一架，我眼睁睁看着他把膜弄烂了，他居然说我拿来是烂的。,1
492,清晰度不好感觉   不知道咋回事设置密码弄不了,1
493,什么都没给，就给个裸机我的天，钢化膜都没有,1
494,写着本地仓，外地发货，没拍时候的送货时间和付款后的不一致，居然拍了没客服理我。,1
495,第一部后盖缝隙进灰 ，第二部绿屏 只能说这是换了第三部机才正常，过多的不想说了,1
496,第一部后盖缝隙进灰 ，第二部绿屏 只能说这是换了第三部机才正常，过多的不想说了,1
497,这个问题，有点大呀！才几天呀,1
498,"没到24小时,屏幕就黑屏",1
499,没有防触碰，老是从口袋里拿出来就是&ldquo;手机被锁定30秒&rdquo;,1
500,等的不耐烦了，而且没有原配耳机，,1
501,感觉网络连接并不怎么稳定，游戏卡顿现象比较平凡！吃不消！,1
502,用两个月了，出现了两次卡死，然后强制重启！,1
503,抢了，7天才发货，不带送耳机，和钢化膜,1
504,怎么没有无线充电器？？？？,1
505,玩个王者荣耀把把闪退是要干嘛？我以前660的手机都没问题。小米怎么855都这样？,1
506,自我感觉不理想待机不够长而且这个指纹不灵敏我半天解不开,1
507,昨天刚收货，今天就看到赠无线充电器的活动，这是什么意思,1
508,虽然服务态度很诚恳，但还是抵不了由于质量问题引起的愤怒?,1
509,质量一般。手机还算行呢，电池不耐用。,1
510,怎么说呢，买了不到一个月掉价200，嗯，好吧，解锁不灵敏，其他还可以,1
511,买完一周降二百，谁的钱也不是大风刮来的呦。以后惹不起了,1
512,这么快降价，不补差价。客服各种敷衍。20天降三百，商家是真的黑。派送挺快，手机还行，一般般。,1
513,用一天后，手机就一直重启，新手机？？,1
514,"不怎么样建议大家不要首选
这这款小米9的电池不怎么耐电",1
515,第一次买小米的手机，3300买的手机配件最少要30天才给我那请问配件都没有为什么还要卖这个手机？,1
516,辣鸡，玩游戏突然闪退，中度使用一天三冲，,1
517,摄像头突出，送的壳不能保护，边框磨损坏了。设计师是真烂,1
518,各方面都很好！就是电池不行！是真的不行！！,1
519,好慢的物流,1
520,手机后盖里有灰,1
521,差,1
522,挺厉害的，拍照都是一线天，可能让我赶上了吧，然后就是电池半天不玩就随时看个~就一半的电！厉害不,1
523,WiFi总是连不上,1
524,手机电池不行，一天充四五次电，小米没有想象那么好用,1
525,手机很好用，拍照很清楚，就是发货太慢了，小米无线充太难抢了。,1
526,哦霍。刚买就降价了。,1
527,意识有待提高,1
528,已退货。与客服，投诉处理中。。。。。。由于客服流程处理错误，赔偿协议谈不拢,1
529,手机有闪退，充电时发热的毛病。,1
530,相机有问题，慢动作相机，晚上拍直接黑掉，开灯情况下,1
531,小米通病，电池小，黑屏，我刚买就给我黑屏了，闪退唉,1
532,没有插针，会不会是别人退货的商品。而且赠品完全是噱头，谁知道你有没有赠完,1
533,不知道大家有遇到我这种情况没，只要去人多点的地方就上不网，手机信号满的，看到别人耍手机。人再多点别人还可以时不时上网，我只有望到起,1
534,不到3个月，屏幕突然自己黑屏了，在申请保修中.......,1
535,"1连个防触摸都没有
2指纹解锁慢加不灵敏
3电量不经用",1
536,触屏不灵，耗电快，好卡,1
537,其他还好，玩游戏断流严重，到手里还没一个星期，出现过好多次了,1
538,买来第一天，导航不能定位，系统还是没有华为好，退货！,1
539,一般，就是送的壳膜套装都三四天了，还没到，所以只给1星,1
540,触断能别拿来卖了吗，一梭**都不能打出来，还卡壳呢,1
541,网络信号极差，数据经常连上不能使用。网速慢。,1
542,突然就打电话就听筒和扬声器免提转换不过来，只能免提不能听筒。,1
543,感觉被肯了，玩游戏的时候屏幕上有一条白边,1
544,手机送过来就红外线用不了拿去小米售后才弄好这个弄了好几天一来就有问题   而且路上这个盒子也是各种破的,1
545,用了不到二十天就卡屏了，动不了，只有重启可以,1
546,京东的快递能不能包个纸箱子，盒子都怼成这样了。不想多给星,1
547,包装随便包的吗？其他的都可以，就是那个包装 我还是第1次在网上买上机呢  想支持一下小米  结果太令我失望了,1
548,才用了三天  机子就卡成狗屎了   建议大家别购买,1
549,手机使用3天莫名黑屏了，关机也无法关，内屏似乎有问题,1
550,请大家擦亮眼睛   我买了半个月手机就坏了  从来没有评论过   小米9,1
551,为啥耳机没有,1
552,换了两台  都退了  质量有问题    加多一千入手华为P30,1
553,6月8号买的，就是看有半个月的价格保护就提前买了。今天618了降价300多居然补不了，客服也不理了,1
554,网速差，耗电快，发热，总得来说不太推荐,1
555,手机还可以，就是我刚下完订单，就送耳机，就是不给我补，呵呵，客服敷衍了事，问的问题回答了等于没回答，差评，打给客服。,1
556,卖了小米8，买了小米9。不好意思，可能我要退了，对小米的网络再次失望,1
557,充电发热，,1
558,为什么紫色就有送 蓝色就没送 客服也稀烂。 手机还行 物流也可以 客服应该0星,1
559,才用一个月，结果手机录视频的时候居然有噪音，都不知道是为什么,1
560,手机系统不太好，广告太多了，颜值也不行,1
561,贼费电 不吃鸡 一天勉强  吃鸡一天三次 充电器不离手,1
562,手机不好用  ，老是跳屏，,1
563,多亏了4800 万像素我才能发现这个数据线是旧的。,1
564,4月22日，退了一部接电话间断失声的小米9。客服说手机会报销不会售卖了我不信。它会落在谁手中呢？?,1
565,这快递包装简直了，什么也没有，直接套个盒子,1
566,没现货你卖个@啊？还抢购的，等了4-5天才发货！,1
567,呵呵了，买了一个月，就卖了,1
568,膜和手机套都没货。推后几天发。没有耳机。上午八点买的。说的当天到。结果第二天才来,1
569,实在不想吐槽，掉帧延迟，断触，一局荣耀，至少3次断触,1
570,1颗星给配送员的！王者荣耀体验一般，首次充电1小时才满！,1
571,昨天才送过来今天就降价不是说有保价吗？,1
572,网络信号不稳定，经常连不上网，必须重启才行！谁来给我解释一下？,1
573,手机是不错，但是下单的时候说赠送无线充，结果发货是没有的，欺骗消费者,1
574,实在不想评价这个断流断触的手机，退货了。,1
575,手机使用常出现屏幕滑动无反应，经常信号不稳定！,1
576,用了第三天，王者出现异常，客服服务态度是真的差，佩服,1
577,不是说618当天买会赠送一个无限充电设备么，询问官方的时候明明有赠品，但是客服和官方互相说不清楚是什么意思？问的时候参与活动，问完了就不参与了？,1
578,就是一坨屎，什么#质量，没几天出现划痕,1
579,为什么跟别人打游戏，人家都没有460我这怎么一直460啊，,1
580,两天前刚买的米9，今天就发布了性能更好价格更低的K20Pro，感觉自己是个#，脱粉了...,1
581,京东物流以速度闻名，本以为按约定时间第二天可以收到，第二天看到物流信息没更新，询问客服才知道配件没货所以没发，后协商处理可以先发机器,1
582,果断退货,1
583,不好，放在口袋老是会唱歌，关掉又唱烦死了,1
584,坑比啊！居然降价了,1
585,打吃鸡断流，跳屏，手机容易发热，指纹有时候识别不出来，,1
586,手机不好用。还卖这么贵。闪退卡死还黑屏。买了没过几天就降价。还说什么保价。,1
587,卡卡卡卡卡死机不动，，换了一次还是一样的问题现在每天卡几次烦烦烦,1
588,刚买1天就降价311，要吐血，没别的1星是给降价的,1
589,买到手我的手机插耳机转接线的时候有些松动什么情况，还有音量乱跳,1
590,小米的品控确实有待提高，打电话经常自动挂断申请售后给换货了，但是新手机到手里检查外观屏幕和中框位置还是有一点瑕疵。挺失望的,1
591,问题机/翻新机建议大家购买时检查清楚是否问题机/翻新机,1
592,屏幕膜下居然有沙子，不是一粒两粒，我**买红米都没遇到过,1
593,刚买第二天，进~直接重启，搞什么啊每次进~都是卡卡的,1
594,手机信号不稳定无论是SIM卡还是连接无线网都不好！ 电池小一天都不够用,1
595,信号差一点直接上不了网，我用了4年的mate20都比它好,1
596,第一次充电发热  坑货,1
597,客服态度不好    说带无线车充   没给带     以后在也不会来了,1
598,收到手机有问题，电量消耗太快，客服说电池有问题。所以给我换货，但是没想到居然给我退钱了。,1
599,购买回来带套带壳，没摔过，一个月后无缘无故黑屏，去售后说内屏裂了要790，一脸懵逼,1
600,"1.放口袋会亮屏
2.车载蓝牙不识别
一台这么多bug的手机为什么要上市",1
601,用了两天。今天早上打开~的时候突然黑屏自己重启了一下！不知道啥原因！,1
602,什么鬼玩意儿的现货，等了七八天。,1
603,听音乐老是中断，听喜马拉雅的时候自动跳台，客服说是APP的问题。大家看看这服务吧！,1
604,千万不要买，耳机都没有来京东就是来买个放心的，没想到啊，呵呵了?什么都没有送！,1
605,刚买完就降价100？！！！,1
606,就在写这条评论时，又断网了。也不知道咋解决，唉，苹果过来的，该选荣耀20p的。一打游戏就断网，服了。。。,1
607,边框充电漏电,1
608,手机发烫，有时候还会卡，卡一下就什么都不好使了,1
609,质量差。才启用2周即出故障，触屏所有功能失灵。,1
610,没有耳机，也没有无线充电器。第一次买小米，不知道是不是小米就没有耳机还是别的原因。,1
611,小爱同学会自动跳出来，屏幕解锁后会自动登陆王者荣耀，其他小问题我就不说了,1
612,什么都没送，以为送无线充电器的，哎，比~易购贵150多，还没任何赠品,1
613,小米9手感很好，就是质量不好，我买到是翻新机，还是别人用恶心！,1
614,手机很好没话说，但是发货时间太久了，19号写的可是现货抢购呢，结果第六天才发货，不过客服小姐姐服务态度不错,1
615,没什么新意，就是一些旗舰的堆叠，拍照鸡肋，而且是不防水的哦,1
616,用了一段时间开始出现了。轻微碰撞一下就自动关机了。搞不懂。。,1
617,包装太次了，盒子里面就一个盒子，手机盒子有点压坏了,1
618,这是第二个，第一个用了3天前摄像头进灰尘，第二个全面屏这样,1
619,用~拍摄小视频为什么画面一直闪？第一次开机出现卡顿现象,1
620,居然定不了位置 买的时候就是看雷军介绍的双GPS买的 还不如我以前的手机 没网络都能定位,1
621,还行吧！缺点明显电池太小耗电快！其他的还好！耗电快耗电快耗电快,1
622,"买给朋友的，他说锁屏不能开启防误触，老是自动拍照,体验极差?",1
623,信号差 之前玩游戏卡我忍了 现在QQ都会卡住了。。。,1
624,屏幕有时候会失灵  要重启手机才能政策用 基本每天都要弄一次,1
625,抢到五六天才发货，说好的现货呢？另外电池是真不行,1
626,对手机充满了爱意，但是对发货的速度心里充满了#。十天才发货。,1
627,14天之后，在阳光下底部有条蓝线，有没有和我一样的,1
628,手机速度挺快，但是手机瑕疵还是有，右上角圆角边有牙缺现象&hellip;,1
629,用了半个月贼@费电不说了还三天两头死机。。。。,1
630,没有充电器&hellip;,1
631,显示屏在弱光下能看见破损了裂纹，肉眼能观察见，照相无法看清楚,1
632,信号不是太好，电池不耐用。一搞就变成了3G，打个游戏经常打的就卡了没网,1
633,直接卡死了 死机了 赶紧退货吧,1
634,嗯，真好，作为一个米粉，还真的以为自己抢到了，然后我呵呵，不愧***，第一次，退货了，退货,1
635,20天就坏了，小米666,1
636,手机Nfc功能不能用，手机经常闪屏，怎么回事呢？没人解答,1
637,打开qq看点视频，就会闪屏闪退，还有五八发布信息选择发布的都是闪屏,1
638,一点都不好，建议大家不要买，送过来已经打开了的，后面还有划伤，说好送的赠品也没有送，服务态度也不好?,1
639,别的都挺好，就是这个电池真心受不了，什么也不干，8小时就快没电了???,1
640,大家不要买了  我买的出了质量问题  发回去说给我换新  结果  就是手机换了个外面的塑料膜就原封不动的给我发回来了,1
641,不建议买 直接看图  打开有指纹 包装坏了 充电器有划痕客服不解决,1
642,手机不好  在兜里老实锁不住屏 老是拍照，别的都还好就是手机锁不住屏,1
643,屏幕显示效果极差，看久了眼睛不舒服，不知道是不是京东发的流货给，,1
644,用电快，网络差，屏幕不灵活有时按了没反应。不知道是不是我这台有问题。,1
645,电池在不打游戏的情况下8个小时都用不了，手机放到口袋容易碰到紧急呼叫和拍照录像,1
646,听筒破音 已退货 可惜我买的手机膜了 一次失败的购物,1
647,新手机就下拉失灵。这都没什么。关键找客户。只有人机回复。,1
648,收到质量有问题，摄像头是歪斜的。立马退货，还要自己送去营业点。@人。,1
649,我也算米粉，从小米2用到小米9，第一次发现刚买的手机一周不到，看视频出现花屏，黑屏状态有声音没画面。,1
650,可能是我运气不好，第一天到的手机第二天就不能用了。屏幕失灵 ，解锁都解不了 怎么玩？,1
651,手机刚到拆开以后开机就屏幕不灵，触摸有问题根本没法使用第一次在京东买就遇到这种情况唉,1
652,上午定 下午到 京东物流很快。主页上说有耳机赠品没有收到？也没有回复 不开心！！手机本身没什么问题，暂时就这样～,1
653,"新机后盖有明显划痕
快递直接加盒打包，没填充",1
654,送货员态度差，说19号可说晚上8.9点可以送到的我等到11.30了他竟然说不送了，第二天早上才送，手机也不好，还没玩就发烫了，耗电也快,1
655,电池有点不耐用，一天要充电两次，有时会卡，死机！才买了一个星期,1
656,手机会发热就不说了，居然拍照时会闪！小米售后居然说无法解决！这米酒，，，,1
657,快递员态度恶劣，要求11.30到县城拿，否则过时不候，我住在县城旁边的乡下怎么就歧视我了？农村人这么不受待见么？,1
658,可能是康宁小星星，两天没贴钢化膜就有划痕了?。信号差的要命。谢谢雷军,1
659,买的壳膜套装，坏了换货就只换手机，难道膜贴了还能再揭下来重贴？本来挺喜欢京东的，但这次真的挺不爽的,1
660,第一次买这小米，没想到体验这么差，囗袋误碰率%100,1
661,换回来的还是有问题的手机，导航信号弱，经维修站鉴定为导航模块有问题，是小米手机有问题还是京东有问题,1
662,呵呵呵，晚上十点睡觉还有百分之五十的电，早上七点多醒的就剩百分之八，我问客服什么原因，他只给我模板答复。。。小米呵呵呵,1
663,这才不到一个月，坏了。只是往床上扔了一下屏幕就不能用了，玄学？什么品控啊,1
664,什么网络？？？,1
665,就是电池掉电太快了，还有玩王者严重发烫，其他方面还可以。玩游戏的不介意买。,1
666,我的肯定是用过的，别人的都是透明壳我是黑壳，而且看视频花,1
667,使用24小时，无故重启2次，不知道什么原因。,1
668,就外观而言，我不是很满意    多处缝隙太大。   手机盒磕碰。咋使用过程不是传言中的那么高,1
669,京东的东西真的不行，这么贵买一个手机，回来没有耳机，没有屏保，快递还破了个洞，手机质量也一般,1
670,拿到手感觉还行，不知道以后用着怎么样，后面会来追评，就是没有赠品充电宝了，不高兴,1
671,这就是你们说的拍照清晰？开了广角镜头是正常，不开的时候屏幕全是条纹。,1
672,发热。像素一般，不太流畅，3000多元就这样吧下回买华为试试,1
673,这是我换的第三次小米9，之前是后盖有黑点，现在是摄像头有灰尘，退货，京东速度很快,1
674,发货有点慢，着急用手机！！！想想还是算了吧一向是这个样子！！！！！,1
675,电池不耐用 系统不敢更新 更新后30小时变成13小时了,1
676,泥马才入手几天用着用着就出问题，！4g网下什么都加载不出来，打开软件就是空白,1
677,屏幕有错层，跟他们说了，就让我换个壁纸试试，也不给解决，不是七天无理由退货嘛，我就退货了，退货之后还扣了什么发票钱，我也没开发票啊，他们就把钱扣掉了！！,1
678,手机自己突然就响了什么软件都没打开也不是闹钟。响两个了！每次都重启才不响！,1
679,玩王者荣耀出现了卡顿，就是赢游戏的时候，退不出界面，就卡住在里面了，又要退出又要重新登录,1
680,手机不说什么了，充电宝没有货不提前说，等了三四天问问才告诉我说缺货，至少还得等十天，地址不能换，东西不能退，让快递员转寄，我自己掏邮费，我想说这是什么服务,1
681,太慢了，7 天发货伤心，刚到货用着倒是还不错，就是电池不耐用估计平常用不到一天,1
682,我服了 新手机不到3天 屏幕失灵 用小艾同学重启才行 能给解释？,1
683,耳机转接失效，无法使用耳机！！反人类设计！#设计！,1
684,稍微太耗电了，手机到手感觉挺好，就是耗电太快，只能随时携带充电器,1
685,什么情况，东西一到家成这个样子，让我怀疑这是个被动过的，不过快递叔叔服务态度挺好的，就是对这个手机盒特别不满意，手机还行，没有什么问题,1
686,感觉手机充电非常烫手，后膜都不敢贴了。手机发烫现象比较严重，其他的都还好。,1
687,有白边。。。??,1
688,两三个月生活费买的，送给男朋友，居然体验差！送的接口居然说坏的！！！,1
689,用了不到一个月，前摄像头就满是灰尘，真没想到会这样。唉！！！,1
690,***，近距离视屏会出现刺耳的声音，还有上次关机还有些问题。黑屏。以上均属事实。,1
691,差劲死了，两张卡显示不出来，WiFi开不得，三千块手机只能拍照吗？,1
692,手机还行，去实体店看了很久才买的，毕竟不玩游戏，唯一不好的是不送耳机，没有贴膜，屏幕没有保护膜,1
693,外包装是被打开过的，旧瓶装新酒吧，手机查了imei，是新的。  促销期间的电商估计都这样吧，降点价给点赠品就能重新包装了？ 这就是我的体验，事实描述完毕，看官自评吧。,1
694,不知道整个物流怎么完成的，延迟一天送到，而且配送的位置还是我更改送货地址之前的位置，过程中也没有对我订单有任何状态修改，体验极差，希望改进。,1
695,流畅挺流畅的，但是这个电池的续航是真的短，新手机一天要充两次电。谁买谁后悔。谁卖谁后悔。,1
696,后面摄像头太突出了，拍照前后摄像头都一闪一闪的，退货了,1
697,手机买了几天，发现时不时的会显示少一张手机卡，我有两张手机卡，但是它只显示一张。,1
698,一般般，用了两天，有次点开小米云直接卡死，然后自动重启，不知道啥原因？,1
699,这一款是屏幕有问题换的，没想到新的还有同样的问题出现，开始质疑小米的品控了。,1
700,不好使，碰到屏幕就振动，用一个月没到就开始卡了！扬声器噪音，不够清晰！,1
701,哎在线咨询客服啥也不知道光知道发链接快递也比不上~东儿啊你这么搞下去没有优势了啊要完蛋啊,1
702,以后谁再用小米，谁亲妈暴毙，我就服了，这才两个月，原装充电线就充不进去电，充其他手机就没问题。。。。66666,1
703,硬件都差不多，一个应用商店一个天气，到处都是广告，屏蔽都屏蔽不了，,1
704,这个手机有时候有线充电有时候充不进，也插的很紧，要重新拔一下再插上才能冲的进去电,1
705,手机网络差怎么回事啊？为了高配置把最基础的上网功能都阉割了么？,1
706,手机还是不错的，但是网络极差，不是我周围信号不好，手机本身有问题,1
707,货还没到手，手机就报废了，**。,1
708,一个月不到    就降价200   真是弟弟行为,1
709,一个月不到手机屏幕就莫名其妙的黑屏了，按键又可以用，这是什么质量突然就黑屏变砖,1
710,我之前用过一个小米手机4，使用效果一般，我觉得小米经历了这么久，应该好使了，结果现在还是不行，，，拍视频都卡！！,1
711,我想问为什么老子刚买的会出现别人的照片，给我一个解释,1
712,"用了一个星期就出现卡机自动重启的情况   gps定位不准确   
然后排名第二的别人家我这边版本  8+256卖3489  不想说啥",1
713,用了几天，发现网络不是一般卡，连WiFi玩游戏也能卡的一顿一顿的，体验极差！,1
714,这黑色的点点是什么，你告诉我这是什么，今天刚买到手就有，不是脏东西，是不是旧手机翻新的，这种不良品你们也能流出来,1
715,用了3天，电池炒鸡不耐用，早上充满，待机到下午只有15%电量了,1
716,不知道你们用的怎么样，反正我这个破手机卡的要死。时不时的屏幕无论怎么点有没有反应,1
717,电池不禁用，总是自己打开相机，放在兜里老是拍照，总之不是很满意,1
718,不是双频GPS吗   不是可以不看路也一样可以开车吗   为什么我导个航都导不了   信号永远是弱的,1
719,通话音质基本听不清楚噪音 屏触摸不敏感多次安不动 多次关机退出软件,1
720,无缘无故老是跳到2G网,1
721,包装过于简陋，填充物都没有，手机盒子都轻微变形，还有就是小米手机的指纹解锁不灵敏,1
722,到手就是这样  过了段时间才发现  还说不在保修范围内 到手一直戴着手机壳  没摔过也没磕碰过,1
723,"京东快递不如以前了，手机来了盒子拐角都碰坏了。
手机屏幕总是出现没有反应的情况，已经退了，挺失望的",1
724,为什么无线网连不上，重启后才能连上。话筒有时听不到声音。,1
725,放在口袋，自动播放音乐，自动拍照，自动输入解锁密码然后被锁定，早知如此绝对不会买,1
726,没有想象中那么惊艳，也没想象中那么好用，总之不是像宣传的那样,1
727,充电容易发烫，经常4G、wifi断流，偶尔出现闪屏。,1
728,指纹解锁不行，刚开始多按几次还能解锁，到现在用指纹怎么都解不了锁，指纹支付也不行,1
729,"玩吃鸡能发烫到煎鸡蛋,充电时烫到怀疑会爆炸.",1
730,这个花屏是什么鬼啊。拿到第二天,1
731,"上午拿手机，下午开机电池%65
三小时就没电了，导航发现GPS不行，别的问题暂时没发现",1
732,这个指纹的意义何在，我都不要求它快了，连解锁都解不开,1
733,回来不到两个月就出现闪屏，打不开的情况，13号返厂休的，到现在连消息也没有,1
734,刚到手一天，看着挺漂亮的，就是摄像头是凸的。上网好卡啊，断流严重。,1
735,惊讶，type-c线居然是坏的，体验感觉不是很好，其次就是包装有点坏，但买的是手机不是包装，这一点也是可以理解的。,1
736,到手不到一周，在有钢化膜和手机壳的保护下从不到50cm的桌子上掉下来了，屏碎了，质量堪忧，买着谨慎！！！,1
737,用了差不多一个月的小米9了，我才发现原来无缘无故突然断网和玩游戏自动黑屏才是它的特点。,1
738,刚拿到手就发现相机有问题，生气！重启很多次没有用，已申请退货！,1
739,打着无线充电器器的**，结果没有配无线充电器，而且耳机都要自己去实体店买，在也不会买小米了，退货,1
740,26号11点前下的单，承诺的当日送达，没有送，26号活动的无线快充赠品也省了，只能说一句呵呵了,1
741,刚买完就降价，价格保护也没有说有赠品，就一个手机软壳又不是我自己选的赠品，服了,1
742,"物流慢，再加上才用半个月电池就损耗了二百多毫安！


这手机 可以当个平板用！",1
743,不知道是怎么回事~经常出问题自动黑屏或者无缘无故显示有消息删了还有，体验极差,1
744,第一次用小米 这手机听歌声音还会自动变小 一直到0  为了个手机 还得换耳机么  还不如直接换手机呢  再也不买小米手机了,1
745,手机还在用，感觉有一边感应不好，赠送的卡跟实物不一样，上面说是50元的卡，收到的却只有5.6毛钱的卡根本没有50元,1
746,换了，打电话突然没声音对方也听不到我的声音&hellip;&hellip;,1
747,手机没有想象的好，听筒音量有些小，有时听不清。电话接续慢，通信功能一般,1
748,米酒，买来没几天充电头坏了，手机打电话听不清，通话差劲，退货了,1
749,手机满格信号用4g竟然网页打不开，今天莫名其妙自动重启，wifi满格信号下载应用就300k，老款手机还1.5兆呢,1
750,容易抢到不知道是不是正品因为买了一次用机身带的~地图位置不更新选择了七天退货又抢了一次用了还是那样~地图位置不更新卸载再重新下才好呢不知道这是怎么回事。,1
751,手机耗电太快了，追求续航的不建议用小米，大夏天也像个暖手宝，其他还行，就是快递太慢，打开外包装发现手机的盒子四个角都磕坏了，忘记上图了，快递太慢，1星就是要给你,1
752,手机不支持防误触模式，不支持防误触模式导致耗电增加，但是游戏体验倒是极好的,1
753,没买的强烈建议不要买，换了台新机用了不要3小时有个上台手机一样卡机死机重启，有图有真相,1
754,手机还好，一星是给京东的，没货还卖个毛线啊！还有包装已经摔得到处是伤！,1
755,为什么里面有57条短信  还有54位联系人 ？这是个二手吗？,1
756,"买了半个月就降价了。。。价保也过了，怎么说呢。恶心。。
使用体验的话还行吧，就是无线充电特别热，可能跟天气有关，有线充电跟我手上别的品牌的手机发热差不多。",1
757,"除了系统好就没好的了
在大街上居然有充电标识吓人",1
758,这手机电量就是设计缺陷！大半天都撑不到，其他再完美有啥用！,1
759,买了2台，接听电话声音开到最大，根本听不清对方的声音，必须开免提才能听清楚，这个问题不是个别呢,1
760,买了2台，接听电话声音开到最大，根本听不清对方的声音，必须开免提才能听清楚，这个问题不是个别呢,1
761,手机有掉漆，然后使用到昨天发现会自己误触。我觉得这机子内部有问题，已经换过一次了，真烦,1
762,6'18买的，昨天就死机不会动了，一直到今天早上才缓过来，才用了11天，就出现这种情况，今后的体验会更差吧,1
763,建议大家不要买，小米真的越做越差了，电池用不了几个小时，晚上睡觉百分之三十的电，一觉起来就没电了。,1
764,差差差，手机都收到几天了，先不说手机好坏，赠送的壳和膜还没到。没货就不要搞赠送什么的，手机送人的原来让对方不用买壳和膜，现在都不知道寄到什么时候才能到了？,1
765,一般吧，用了一段时间。充电变慢了，一个小时才充了20多个电，这个不知道是什么问题。,1
766,电池不如小米8耐用，还经常两张卡一下就没网，等几秒又恢复，就像切换了飞行模式一样。,1
767,信号巨差，同样的地方。一样的卡，别人能用。我的不行，~系软件更是负优化。网络只有更卡没有最卡,1
768,用了没几天，打电话显示没有移动网络，不能接打电话。要重新开关飞行模式才行，辣鸡,1
769,你好，我想问一下，手机刚买还没有半个月，就出现了开屏开不了，重启才能正常开屏，出现卡顿是小米手机的正常现象吗,1
770,不吹不黑，请~:1.小米九锁屏指纹解锁速度慢2.小米九锁屏状态下打开相机3.小米九续航能力,1
771,用了一个月多了，打王者启动时网络没问题，游戏进不去，需要重启手机再进才行，其他感觉还行，就这一个方面可恶心死我了，气的真想摔了,1
772,说实话一般,1
773,手机很一般。外形太过笨重。有时候会有点闪退。电池充也快，用也快。不经用,1
774,自动会切到E网，而且要手动开关飞行模式才会变回4G，感觉买到一个垃机,1
775,这手机，不送耳机，不送钢化膜，客服还不咋的。第一次用，保证以后不在买小米了。,1
776,买了两部，先买的没有壳和膜，才两天，手机毛病也一大堆，没有防触控最不能接受，可惜不能退了。,1
777,电量消耗非常快，感觉电池的电量不耐用，其他都还不错，就是电池太差了,1
778,耗电速度也太快了吧，早上6点开始用，下午2点就没电了，还是希望能够增大电池，优化体验！,1
779,说说手机，音量键过于松动就算了，但是呢摄像头有灰。小米客服说是正常我就。。。。。机身还有划痕，京东的服务还不错,1
780,说好的送充电宝呢都#4天也没送来搞不起活动就不要搞早知道就去~买了京东变了还有就是客服全是机器人没一个活人手机还行,1
781,3千多的机子还断流，小米并不是什么高配~而是某些不在台面上的参数降低了，处理器更新了而已。什么价钱就买什么手机。,1
782,手机上两处地方有黑点，就是这么做的手机？(不是脏的擦都擦不掉，在屏幕里面)呵呵了～,1
783,充电宝一直不给送 我退款然后人家说赠品不退 就是为了充电宝来的什么意思啊 充电宝没给钱也不退服气你们态度,1
