,content,score
113,很漂亮，很喜欢，功能有所升级，快充、骁龙855、像素清晰度也更高，外观设计漂亮，没在性能也很不错，小米的感冒差不多也好了，没怎么发烧了，哈哈,5
114,用了一个星期来评价，整体感觉很好，机身很漂亮手感也很好，不过喜欢粘指纹，性能很好，用起来很流畅，指纹识别很好用，除了续航能力剩下所有都达到了我得满意，855确实强大，玩市面上的主流游戏都毫无压力，这块屏幕我很喜欢，色域很广&hellip;&hellip;,5
115,喜欢小米。这个机型很薄，摄像头突出挺厉害，必须要买手机壳。个人对相机无所谓，不评论。电量用的挺快，好在充电器确实很给力，对于我这种不出差基本手头都有充电器的人来说无所谓。我录的视频都没解开，右手的还可以。操作系统还是很简洁的，很不错。,5
116,"终于在抢的第三次抢到了小米9，对比了同事的蓝色，还是黑色更好看点！
首先说外观，非常好看，简洁大方的设计。手感非常好，单手不会累。
拍照暂时还没有经常拍照去体会。
系统方面，用了半个月，有几次app黑屏闪退，原因不明，等待下次更新应该就好了啦。
总体来说，小米9非常好好用，好看真的很能打。",5
117,手感很棒，屏幕鲜艳度明显比之前的米6更高，重量差不多。游戏体验也很好，充电速度更快。其中屏下指纹识别的正确率与速度堪比之前的前置home键（需要注意的是要手指要用一定的力度按上去）。全面屏的手势操作还在习惯中。音乐效果很棒。遗憾的是电池容量有点小,5
118,19号抢的小米9今天终于到了，开心，我买的黑色8?128，开箱后被惊艳到了，好美啊，感觉蓝色的会更美一点，黑色也很低调奢华有内涵哈哈，运行流畅，功能很好，背面好像镜子啊，刷了公交地铁，nfc好评，不用排队啦，小米系统就是好用，但是没有我苹果8p的触感，tc，双扬声器，不过充电速度好快，整体也很圆润，12期分期免息买的好开心！支持京东，手机电脑一直京东买，放心！好用！品质！加油！,5
119,用了一个礼拜了，很不错，手感极佳，电池虽然小但是充电很快，而且无线充电20W感觉都可以日常用了，显示效果也很好，没有颗粒感，就是前后双玻璃容易划伤，用了超薄壳美滋滋，支持小米！,5
120,小米9，原以为卖3499，没想到只要3299，啥也不说了。当之无愧的最实惠855，除了电池小点，其余很好。包装盒都那么好看，无愧好看二字。指纹解锁很快，微距拍摄很惊喜，算是第一批入手，喜欢深空灰这个颜色，比蓝色耐看，8+128性价比最高。关于供货，线下货比较多，京东线上，115万的预订量，因为供应全国，货就比较紧张了。贴了个坚果Pro2贴膜，92%的完美契合，点赞锤子。美美的无线充，最后美美一瞥。,5
121,小米9终于抢到了，屏占比特别大，操作流畅，声音很大，音质还不错。本来担心续航，不打游戏使用下来还不错，一天够用。充电速度，重量，外观，屏幕没有短板。总而言之效果很好，用着很舒服。希望小米越来越好！出更多价格厚道，感动人心的好东西！京东物流很快，服务也很好，全5分。,5
122,小米手机收到了，外观非常漂亮，特别是幻彩色真美，手机性能好，性价比高，使用起来非常方便，也非常流畅，以前感觉OPPL手机不错，现在感觉这款好多了，拍照强大，清晰，非常满意，价格比较优惠，还能配用无电充电器，充电还快，用的时间还长，效果很好。卖家发货及时，用的物流也快，晚上买的，第二次就到了，好评。,5
123,用了一段时间了，速度挺快的，照相也很好！对我来说，运行速度快一切都好！高强度用一天需要充电两次，但充电速度很快，不占用很多时间！这个挺好的！,5
124,终于抢到了，这个颜值实在是太漂亮了，颜色很赞。手机速度嗷嗷快，骁龙855没说的，性能第一。电池有点小，一天一冲得省着用。拍照非常清楚，发热不明显，很轻薄，手感非常不错，充电速度嗷嗷快，总体很好，值得购买，推荐。,5
125,不错，米9相当不错。运行速度那是你#到没谁了。游戏运行也很OK。物流比预计提前一天送达。整体上还是可以，主要方音乐的时候喇叭就碰一点就破音了。外观上还是很高大上。贴膜后指纹解锁变不灵了。,5
126,之前一段时间都是用苹果手机，现在换回安卓，发现安卓手机进步很快，无论是相机 充电 外观 处理效率 都不低于苹果手机，给个赞(/≧▽≦/),5
127,一开始我是拒接小米9的，是听朋友说很好用，特意用了几天，过来评价，首先，抢个小米挺难的，发货也差不多，刚拿到的时候，打开盒子眼前一哇⊙&forall;⊙！亮，包装挺简洁的，还有一个黑色手机套，整机的手感不错，外观好看，搭载高通骁龙855MIUI10又能打，4800w超清拍照 ，后来我就拿着小米9玩游戏看视频拍照啊什么的，都和我一样好看能打持久，嗯，蛮好的一部手机。,5
128,第一批抢到的，用了快一个月了，屏幕可以满足我，外观也很美，喇叭声音很大，相机就不用说了，很流鼻，可以说现在我是机不离身?  加上这个手机卖到这个价很让人心动了。,5
129,细节很到位，比抢购时早到一天，京东值得信赖，音质很好，比我的苹果七P好，想上传手机背面来着，这颜色不是能录制出来的，小米，京东值得信赖，相片之后我在试试像素，美滋滋,5
130,这个体验太好了！！！很快，很个性！从苹果转小米，刷新了我对国产机认知，便宜还好用。像素也很棒！唯一小bug是电量。。。。。槽点也就是这了，容量小，但是有心理准备了还行。整体真的很满意，值得购买，性价比非常不错。颜值也相当高。紫色出乎意料的好看,5
131,显示效果：屏幕挺大的，然后颜色什么的也很好运行速度：炒鸡快的，我玩游戏什么的没问题电池续航：我感觉电池很耐用啊，我一天充一次电妥妥的，而且充电真的炒鸡炒鸡炒鸡快！！！拍照效果：后置真的不是一般的棒！！！,5
132,很好很好，非常的好。在mix3与小米9直接纠结了好一阵子，还是决定买小米9，毕竟mix3的滑盖还是没小米9来的方便，深空灰外观很漂亮大气上档次，手感超级好，各种炫酷，8G运行内存加855cpu，APP都是秒开，128G的容量很够用啊，暂时没有发现APP闪退和机器有质量问题，充电很快速，同事2999送的是无线充电，我3099送了一个充电宝，感觉充电宝比无线充电器好，颜值也很高，一下子都配齐了，京东快递很好很快，快递员服务态度超好。666,5
133,米9紫色很漂亮，之前一直没时间抢购，正好19号有时间，一下买了两台，整体手感做工都不错，855处理器，索尼4800万摄像头，够用了，也不玩游戏，5g普及之前不用换手机了。,5
134,"很开心,终于买到了自己喜欢的手机,去小米之家看过,手机外观非常漂亮,看中了这个蓝色,背面在光线的折射下,非常好看,能呈现出五颜六色的变化,手机也很轻薄,拿在手里很有手感,屏幕也很大,还可以无线充电,系统也非常流畅,最主要拍照的效果也很棒。",5
135,手机很好看，很轻薄，紫色很骚，很漂亮，20W的无线充电也是，超级爽，拍照DXO107，这个不用说都很棒，骁龙855够用四五年了，很棒！,5
136,显示效果：显示挺好的 运行速度：运行速度快！ 通信音质：声音够大，音质很不错！ 拍照效果：拍照很满意，很清楚。 其他特色：手机用了一个星期左右了，说下我的这个小米九的使用时出现过的情况，用移动卡信号的时候出现过网络断流，换了联通信号没有出现过，屏幕指纹解锁速度不是很满意，有水或者脏一点点都不行，脸部识别倒是很快！其他的地方都挺好的！小爱同学很方便，很智能～,5
137,用了半个月了，没想到第二次就能抢到，手感刚刚好，屏幕顺滑，系统流畅，拍照没的说。之前最担心的续航倒也不算问题，晚上待机基本一小时掉1%的电，早上七点多点出发上班，白天没事翻翻网页，偶尔看看视频，搜搜东西，听听歌，算是中轻度使用吧，晚上六点多下班还能剩30多的电，感觉还是不错的。对了，送的清水壳很不错，充电也很快，吃鸡最高设置很流畅，一局掉30分钟掉15%的电。,5
138,很好用，拍照效果非常好，颜色也很好看，紫色非常漂亮，很喜欢一直都喜欢小米的产品，用也用习惯了，系统做的非常好,5
139,颜值高，采用了全息幻彩玻璃机身，全曲面轻薄设计，索尼4800万像素超广角微距三摄，图片放大后细节依然清晰，骁龙855和game turbo技术带来更流畅的游戏体验，20w无线快充非常方便，可惜电池容量比较小气。,5
140,3月5日小米9终于抢到了，手机运行速度快，拍照也行，屏下指纹不如米6好用，电池也还可以，8点出门上班，到下午6点还有43%的电。我觉的最大的缺点是听筒，打电话的时候旁边的人都会听到，没计有缺陷，听简在顶端，没有一点私密性，别人都听的到，这是我接受不了的。最后说一句京东物流很快，服务也很好，全5分。,5
141,第1次买小米的手机，感觉很不错，现在价格也比较优惠，而且还送了100多的充电宝，感觉还是比较值的。打开手机之后，系统非常的流畅，而且比较人性化。黑色透明的后盖，看着科技感十足。8+256的内存，至少未来三年来说不会落伍。,5
142,"相当完美，系统很流畅，不大不小，刚刚好，当年用的小米，又回来了，，，，整包里原厂的手机软外壳漂亮
优点：人脸识别+抬手亮屏+系统完美。
几个字：方便快捷顺畅",5
143,运行速度：可以很快 通信音质：声音大 音质不错 电池续航：正常使用一天不是问题 拍照效果：感觉不错 特别是广角 其他特色：一应俱全 性价比高 很久没用米了哦 这次一出马上 抢一个 谢谢 商家的赠送 郑州发来手机 上海发来配件 让我空欢喜一场 我还以为谁给我发了俩个手机呢 这个惊喜不惊喜 配件正品 礼品多多 老客户了,5
144,期待好久的小米9终于能买到了，上手使用感特别好。相机听说很棒，晚上试一试拍月亮哈哈。分期付的，等不到618了。蓝色很好看嘻嘻。游戏体验也不错，屏幕指纹很灵敏超级赞！就是电池容量小了点，不过快充还好。满意的京东服务！,5
145,小米9不错，拍照质量也很高，用起来也不卡，效果很不错，尤其是广角和各种模式，用起来得心用手，很赞?,5
146,拿到手机第一反应，非常惊艳！！基佬紫的颜色太喜欢了，一直大爱小米，不忘初心。硬件品控手感一级棒！6年的老米粉了，再一次拿到小米的好产品还是一样的激动！力挺打call！,5
147,手机到手很喜欢，喜欢这种深灰色，简单大方，用着挺流畅的，除了指纹不太灵敏，但是有人脸问题不大，整体很满意，实体店还入了无线充电器，搭配使用很不错，好评推荐！,5
148,今天刚刚拿到手机，第一次用小米，感觉用起来很流畅，嘿，视频没拍好，不能继续拍了，不然都知道我密码了，的确很不错，用一阵再评价了,5
149,终于等到你-米9，炫紫色，骚得不行，第一印象很棒，手感很棒，全面屏听歌看电影看小说爽得不行，吃鸡游戏超级流畅，就是屏幕一下子变大一时间不好操作，，电量总得来说还可以，充电给力，早上闹钟细节方面挺好的，闹铃同时有生活早报，总的来说满分，再用一段时间过来评论！,5
150,8G128G，上周10点开抢，11点半还有货，差不多等一周，终于到货了，很不错，之前女儿用小米6，我用小米8，老婆这次被我成功地从果粉转米粉，女儿小米6至今快两年，继续流畅，不想换机。这次小米9，买到手，终于知道为何要做被人诟病的3千多毫安的电池，是手感，小米9手感比小米8轻薄，手感更好，我想，这是他没用更大容量电池的很大原因，小米的系统个人感觉优于华为的，流畅，易用；全面屏操作手势易上手，现在的全面屏手机操作手势都相似，不管果粉米粉都一样操作，小米9的****，可以从苹果机备份到苹果云的内容一键转入小米9。相机昨晚试了一下，照度好定位时候清晰，暗处拍摄确实不及华为高端，涂抹感和噪点不少，没用三脚架试专业模式摄影，不过，手机不是相机，专业的事让更专业的去做吧。紫色亮骚?,5
151,"小米旗舰手机，真心不错，屏幕6.39寸够大，完全够用，再大不好操作。系统比较快，流畅。855处理器还是很棒的，平时不打游戏的话绰绰有余。NFC功能就是好用，门卡，公交一键支付。，非常方便。！后置摄像头非常强大，拍出来的照片很清楚。现在看来6+128尤其是存储内存有点小了。
第5代屏幕指纹解锁感觉真爽，手机熄频时就能开锁。
给手机配了一个手机膜加蓝光保护膜，外加摄像头保护膜跟保护壳。可谓是全副武装。
毕竟是小米旗舰，618搞活动，价格还是很优惠的。同等配置，其他品牌这个价格可买不到这么好的手机。",5
152,一直信任京东自营的品质保证。很好看，质量也不错。就是没有活动力度。先说操作系统吧，很流畅，不卡，玩游戏那些也很流畅。用了几天，暂时没有发现什么问题。很满意。不错。,5
153,用了七天，感觉不错，反应也很快，体验比荣耀8（毕竟没有v20可以比）好很多，miui很不错，很喜欢小爱同学，愿小米能跟华为一样强，坚持走下去，中国人不打中国人哈哈哈,5
154,啊，手机收到了。首先检查外包装，完整；打开快递检查盒子，完整；打开手机盒，对照IMEI和SN码一致；激活手机，打开官网验证IMEI码，查到手机信息；好了，可以捣鼓手机了。哈哈，开心。米酒手感很好，第一次体验屏下指纹解锁，速度还是阔以的，性能什么的，我不太懂哦，因为自己也只是日常使用，不常打游戏什么的，但是应用打开很快哎，拍照也很好，电量确实是太少了，不过不怎么在意，没电就充电呗，一天一充正常，上班充下班也可以充。嗯。。我一个女孩子居然喜欢深空灰，哈哈，实在是太好看了。,5
155,使用体验玩游戏很棒，拍照很棒，电池还可以两局完美吃鸡用了20%电量，指纹解锁感觉很一般，人脸识别这个可以的，总体来说算上很好了,5
156,用了三天，感觉还挺好的，很轻薄，手感很好，外观没那么惊艳，下巴是小了，跟额头一样，电池是不够用，不过够我用了。嘛，突然发现京东客服很给力啊，这好评应这么多该都是客服的努力吧。,5
157,用了一周了，感觉颜值高，外观很漂亮，拍照功能很强大，手感很好，就是耗电很快，但充电很快，性价比很高，配置很高，良心产品！,5
158,好使，只要开始发货，诶还是超快的，这个货等的太焦灼啊，不过颜值是真的炸裂，全面屏操作舒服，不卡顿，人脸和指纹都nice裸机手感一级棒，我给配了个还原裸机的壳儿，挺好看，，最后相机绝对nice!，改天试试游戏，刚拿到,5
159,颜色果然很靓，我觉得前置摄像头占的地方还是很大，运行速度很快，不过晚上玩手机很累眼睛,5
160,抢了几次终于抢到了，手感一流，用了两天，电池还可以，充电速度确实快，用的也很流畅，拍照挺好的，偶尔出现上下划屏无反应的情况，不知何原因，第一次用小米手机，再深度使用看看如何吧,5
161,等了大概一周，用了一段时间了！系统没得说，很流畅，关闭各种广告推送花了点时间，其余都是复制粘贴的，转移文件也很快！想着紫色不好买，拍蓝色，没想到蓝色没买着，居然最后买到自己最爱的紫色，运气真好！手机重量合适，适合我这种小手，运行一点也不卡，5G出来之前就不换手机了！满意,5
162,收到手机后，比预计的还要满意，都说电池不够用，用了三天后感觉电池还是可以的，玩游戏的话掉电比较快。正常使用一天没问题，玩游戏的话充电也是很快的，27w快充充电很快。相机，无线充电，全功能nfc，红外遥控，小米旗舰这个价格，良心！,5
163,12号抢到，16号收到，两个字:真香！老早看身边亲戚朋友用小米手机，性价比一直很好。这回米酒更是如此，刚出来就到小米之家体验了一下，外观惊艳，手感非常好，配置更不用说&mdash;&mdash;骁龙855、三摄、屏下指纹、无线充，该有都有，超级赞！电池嘛，我觉得因人而异，自己不怎么玩手游，偶尔刷刷~，所以压力不大，足够。小米加油，继续努力！,5
164,用着很好，自己手残，贴膜没贴好，影响美观了，但是手机好用，没的说啊，打游戏也很顺畅，一点都不卡！,5
165,这次的小米9非常好用的手机。优点1，拍照杠杠的很强，4800万，夜拍都很好，但是还没有月亮模式。2，游戏速度很快，妥妥的用。3，手机很轻，很上手。4，屏幕效果不错。缺点1，电池的确是软肋，一天三冲啊，主要老是玩游戏么。,5
166,炫紫色，绝对的骚气十足。我绝对是小米的铁粉了。上手很快。速度超快。就是电量下的有点快。总体来说，比较满意。,5
167,满意！用了一个多星期了，总体来说很不错！国产还是越来越厉害了！操作很顺滑，玩游戏很流畅！相机拍照很棒！各方面都比较好美中不足的就是电池太小了！好在充电挺快的，葱小米五开始粉到现在！加油小米！加油中国制造！,5
168,小米9我觉得很棒，好看又能打，官网查了一下，是正品，京东商城老早就预约了，抢购的时候很顺利，开始的时候客服说大概二十号左右到货，实际上17号就从武汉发货了，18号收到，上京东多快好省，摄像比较满意，随手拍一张4800万的照片23.05兆大小，真心不错，续航还可以，不是很鸡肋，玩游戏温控还可以吧，吃鸡无压力，性价比高，个人觉得自己不是什么米粉汤圆粉，纯粹喜欢小米9产品，iqoo和米9各有千秋，综合素质还是小米好些，毕竟iqoo的44w快充不是标配才有，小米的miui也很人性化,5
169,很不错 手机拿起来还挺轻薄的 挺好看的 背部很炫彩 水滴屏看起来也很好看 索尼4800万的拍照还是很满意的 超级夜景用起来很棒 指纹解锁速度还可以 电池不是很耐用正常使用还可以 充电速度很快 是一个值得购买的手机 附上两只夜拍照片,5
170,小米9真的很惊艳，拿到手里手感非常好，嗯，用起来也特别的流畅，嗯，论手感的话，我感觉在小米里面应该是最好的，系统优化的很不错，省电也很可以，我觉得这款手机很出色。,5
171,外形偏瘦长的样子，背部很滑很滑，不带套子会很危险。****很方便，旧机是米5P。拍照效果很不错（手机上看），微距拍摄色彩受距离的影响比较大。其它的有待使用后再说。,5
172,手机很棒，MIUI系统也很玩头，玩一局刺激战场成功吃鸡，开的超高清，很流畅，就是到最后用了30％多的电，有点吓到了，但充电大概一个小时就能充满，所以也还行。总得来说性价比很高,5
173,米酒的边框非常圆润，手感非常好，使用速度也是相当的快，充电就不用说了，闪充非常利索；方向，返回键也顺手，照相功能也是很清晰的，总之，很值，赞?！,5
174,手机刚发布，很幸运的给抢到手了，用了一个月了才来评价，手机超喜欢，手感好，用了好几年小米手机了，这是买的第5个了，已经很习惯MIUI系统了，小米9拍照真的很清晰，拍视频帧数也超高，画面超清晰，屏幕优秀，充电速度超快，玩游戏也超给力的，很流畅不卡顿，满电到提醒充电，差不多能玩6个小时，相对于其他手机来说还是非常不错的，新增的红外遥控真的好方便，水滴显示屏优化下就更完美了，期待！支持小米，支持MIUI，大爱小爱同学，雷总加油,5
175,手机真不错，性能也很强，配置很高很全面，很值得买，如果电池设计稍微大点，就完美了！20w的无线充电真的很快，一个半小时充满，不用连线那么麻烦了！,5
176,发货快，物流快，京东小哥很给力！用起来很流畅，手感很棒，丝滑的感觉就像吃了德芙，该有的功能全有了，购置指纹用久了，前置不习惯！硬件堆叠的很不错，适合超级玩家！,5
177,一直都用的小米手机，也算是理智型米粉吧。全息幻彩蓝不错，很好看，小米这回的性价比也非常高，手机屏幕还是可以的，额头还不错，比以前小米8好多了，虽然不支持结构光，但是现在也没啥用。手感也不错。充电速度快，中度使用一天完全够了。,5
178,全曲面玻璃机身+全息幻彩工艺，背部机身非常漂亮；170多克的重量，拿在手里很轻薄；三星AMOLED屏幕，显示效果不错；骁龙855处理器，性能达到行业顶级水平；4800万+1600万+1200万AI三摄，拍照实力不俗；2999元的价格，性价比非常给力。3300毫安电池，续航能力中规中矩，不过27W快充速度确实很快，在一定程度上弥补了续航的短板；后置摄像头过于突出，还是带个壳保护一下更好。,5
179,19号买的，昨天收到货，除了采购慢，其他很好，商品是河北富士康生产的，没有暗斑暗线，一点问题也没有，很舒服，紫色配上自己买的透明壳，很漂亮，很喜欢，同样喜欢自带的谷歌服务，一件开关，想用打开，不想用关掉，谷歌商店也没了，很符合我,5
180,这款手机是我。拿到手以来感觉最棒的。从小米三开始用。换了小米5s。因为进水了，所以听筒有点问题。想买新的。看了很久，然后选了这一款，这一款透明后盖太酷了，****，所有都复原了，内存大任性,5
181,昨天10点下单，下午5点拿到手，京东速度一如既往的快，外观还不错，至于电池方面，5点过开始到晚上11点，电池从70多到30多，游戏玩了不到一小时，很流畅，读条速度快多了，其余一直在下载更新软件，转移资料，可以说是一直在使用中，屏幕常亮，反正比我之前的手机耐用。指纹解锁很快，但是我没贴膜，不知道贴膜后会不会影响。用老手机拍照屏幕在闪，不知道是不是正常的。至于拍照方面，我没什么爱好，随便拍了拍，效果很好，比我之前那个好多了。总得来说，对于我而言，很满意。,5
182,用了一个多礼拜，非常完美的体验，超流畅，玩游戏贼6，颜值超高！动态壁纸完美运行，自己买的钢化膜跟手机壳，非常喜欢！不吹不黑，这壶米酒值了！,5
183,用了好多天了，感觉还不错啊，运行好快的，屏幕分辨率很高，相机刚刚的！用着也很舒服，可以说是真香了，就是需要抢购有点难受，抢了几次了才抢到，一波三写啊，小米早该供货充足的，别干什么饥饿营销。这样的体验很差的！自己的手机像素不行，把米9都拍的差了好多，哈哈哈哈哈哈。,5
184,小米2019旗舰手机，裸机握感好，性能上完全不用担心，MIUI系统也非常好用，手机有****功能，无论之前是什么品牌的手机都可以，这个功能非常实用，拍照上游水平，续航也完全够用，中度实用一天完全没有问题，重度使用啥手机都要配充电宝的。随机送快充和手机壳，非常方便实用。,5
185,期待了很久 终于到手了 没有令我失望 红外遥控 4800万像素 3300的电池 855处理器 运行确实很快 图像处理也很好 最满意的自然是外观啦 真的漂亮,5
186,一直是小米，送货速度是真快啊！****也很快就换完了！目前好评！比米8长，但是窄，握感更好，目前还在试其他功能。后续追加评价。,5
187,手机手感很棒，配置也很高，水滴全面屏比例提升很大，照相效果很巴适，特别增加了红外遥控功能，缺点就是电池容量小了点，水滴屏的前置摄像头没有了红外人脸识别！,5
188,"上手三天，说下体验
1.手机的手感很好轻薄
2.拍照很不错，广角微距都很好。夜景挺好的
3.27w快充充电挺快感觉40分钟能充满
比较难受的地方
3300电池，要是再大一点多好，估计也就做不薄了。
2000多块的手机没啥要求，也挺香的",5
189,手机运行非常快，855+8+128配置很好了，性价比也很高。手机外观非常漂亮，除了摄像头稍微凸起，其他完美。手机操作流畅，指纹+人脸解锁，非常好。电池也比较耐用，快充速度非常快。期待完善NFC功能。,5
190,手机握持手感很好，外关好看魅力紫很时尚，是小米手机里很好看的一款手机，系统好用没有不适应的感觉。用了两周没有问题很喜欢，电池没有不耐用的感觉。喜欢！,5
191,物流很快，米9透明版正面没啥特别，背面才是亮点，背面真的好看，整机上手非常轻薄，但是摄像头突出超级多，原装配的手机壳质量很差，用起来很流畅,5
192,显示效果：非常好运行速度：高通骁龙855真#可以用手机模拟PS2主机游戏。通信音质：音量很大电池续航：正常使用1天拍照效果：像素很高喜欢拍照额推荐大家购买,5
193,很不错的手机，非常满意，手机电量的确不经用，但好在充电很快，也不影响日常使用。4.12下单，4.15收到，还算比较快了。拍照效果很不错，用4800万高清摄像头给孩子拍的照片，放大后连鼻头上的青春痘都看得清清楚楚???,5
194,手机整体体验，手感特别不错，薄感很强！在阳光的照射下，唯有小米9才能释放出他独特的彩虹背壳，之前一直都是用的苹果，现在感觉国产手机很棒，支持雷总的小米，支持国货！,5
195,包装完美，手机也很好，没有任何磕碰，运气还是不错的！不过真的不太喜欢紫色，感觉色太浅，送的手机套也不能用，不像买的能把摄像头包上。。。真鸡肋啊,5
196,这是店里公用的业务手机，一直用的小米，之前的红米已经卡的不行了，果断换了小米9，手感真的不错，颜值也很高，运行流畅性价比高,5
197,嗯～   用了一段时间了，感觉真的很不错，各项功能基本都测试了，运行快，拍照好，够智能。就是电量方面，玩游戏看视频基本一上午三个多小时到四个小时的样子，但充电很快基本弥补了，如果不玩游戏，正常聊天、听音乐的话完全够用一整天了。后续用用再来追加～,5
198,战斗天使，果然不同凡响，性价比高的不止一点点，当然了，还是要夸夸京东的送货速度，非一般的感觉！手机颜值爆表了已经，手握感很舒服，厚度和重量都很满意，操作速度飞快，拍照效果堪比数码相机！满意，满意，非常满意！,5
199,很喜欢这款，简约大气，而且系统运行流畅，游戏体验也不错，拍照也满意。本来在vivo和米之间犹豫不决的，后来考虑了一下使用寿命，还是选择米啦，有了新手机真的开心～,5
200,用了二天感觉挺轻薄，手感也挺不错，运行速度很快，性能很强，配置很高很全面，续航时间也还不错，相机有月亮模式，可以清晰拍到月亮，而且京东服务也很不错，给个赞,5
201,手机打开后外表惊艳，开机后屏幕显示细腻，运行流畅，拍照功能强大，指纹解锁不算识别太快，玩游戏耗电太快，充电也很快！,5
202,19号抢的那一批 今天下午刚到 比人工客服说的早两天 还蛮惊喜的 拆开之后颜色很好看啊 简直 流光溢彩qwq手感也很好 轻重刚好 很舒服 很意外小米9送了手机壳 开心鸭 但是自己提前买了玻璃壳所以没套 留着呐 这是我买的第四个小米的手机了 还是第一次送手机壳呢(=^▽^=)钢化膜还没买所以保护膜也没撕 不过摄像头真的高处好多 还好玻璃壳能够保护到 等清明节放假回家了再用手机 现在没流量了很多应用下不了 性能之类的用过再追评（体验无线充电ing）,5
203,"小米9使用一个多月后的实际感受，全面水桶机各方面都挑不出毛病，第一次使用小米手机，相比较其他机型优点及特点有1小爱同学超级好用，是现今最智能的语音助手了
2红外遥控实用性强，方便很多
3配合我的无线充电鼠标垫科技感满满
4系统分身应用分身的实用，游戏工作清清楚楚
5握持手感爽，小巧轻便！",5
204,外观设计确实很漂亮，摄像头过于突出，高通855性能强劲，安兔兔测试分值很高，三星的显示屏视觉效果很好，但不知道是新机设置还是没用顺手的原因，有的时候存在卡顿现象，让人很郁闷！电池也不太耐用！,5
205,"这款手机特别好刚拿到的时候，发现它特别漂亮，尤其是蓝色，特别好看,而且操作比较顺滑,感觉这个面部识别系统比较好玩，水滴特别的好看。这款手机10分值得购买。nice.",5
206,给男朋友买了一个，自己买了一个，简直完美，抢了好几次，终于抢到了紫色，好看，颜色比官网的漂亮，舒服，没有图片那种塑料感，摸起来手感高级，舒服，运行流畅，系统依旧是熟悉的MIUI，小爱同学更可爱，好评！,5
207,手机还是不错的，王者，吃鸡都很流畅，上部手机一加5T等不及7了，只能买小米9了，不过说一句，米酒真香，该有的都有了，真不能再要求什么了。无线充电，4800万超清摄像头，配合8G运存加855处理器真的很流畅,5
208,这个手机非常的好，以前用苹果从来没有上过王者，换了新手机，这个赛季可以上荣耀王者。手感非常好，打王者再也不坑了！,5
209,"因为买给我妈用，相比红米k20pro，对于真全面屏和耳机孔没有特别的需求的情况下，小米9不失为一个好选择。
颜值中上，紫色大气，反应迅速，关掉双击唤醒后基本没有误触，配合红外遥控和小爱同学，我妈表示用的太舒服了?，满意。",5
210,很高兴能在米酒首发时买到，这次小米性能提升很大，相机拥有月亮模式，可以拍到清晰的月亮，无线快充速度快，处理器采用最新的高通骁龙855处理器，是一部好看又能打的手机。,5
211,刚入手不久。手机还是不错的，逗号，小米的外形加上系统还是很赞的，摄像头是两个摄像头，照出来很清晰，嗯，因为是新手机也没有几个软件，所以一点都不卡，内存也很大，好朋友吗,5
212,用了几天才来评价的，之前用三星s7 edge，简单比较下 。小米9颜值高，性能好，价格实惠，不错不错啊。用着很舒服。尤其是视频录制简直不要太好，镜头极其稳，清晰度很好。彻底迷上视频啦！给小米9点个赞，一次非常愉快的购物。,5
213,闪充真的好快，一会儿就充了70%，玩游戏也不卡。米9手机很漂亮，水滴屏窄边框，幻彩紫的后盖，还有最上边摄像头周围的那个反光圈，尤其是后面的壳光线折射出多种颜色很好看。,5
214,十点准时抢购，当天晚上就送到了，京东物流真的很神。体验了两三天了，首先855性能没得说，配合miui优化真的很流畅。电池续航真的不咋地，还好有快充弥补了缺点。8+256的配置基本能抗个一年半载。拍照方面，广角镜头很惊喜，夜景**，期待优化，此外，小米拍照的调色比较讨好眼球，与我之前的mate9pro莱卡镜头相比，拍起来更吸引人。一个门外汉的使用体验，后续追评。,5
215,帮朋友买的，使用体验很好，手感很好，拍照棒棒的。充电速度那是一个快啊！喜欢，颜色又好看，屏幕指纹也行。本人用着小米8，大爱小米手机?,5
216,试用了个把月，体验的感受摆一下:裸机手感很好舒适、开机速度快流畅耐于855、界面简洁实用软件多、外放音立体感大也不噪、三摄头清晰度高夜拍可接受、手写输入不连贯不智能、实体按键揣兜里易误触!,5
217,26号抢的当天就到货，京东一直都很给力，买的电子产品和家电都是京东买的。手机运行很流畅，照相也很清晰，颜值爆表，快充很很快，大概一小时充满电！最习惯的是语音唤醒小爱同学，开车的时候不用碰手机全程交给小爱同学操作，大大减小危险性！非常满意喜欢，唯一一点就是电池有点不耐用，不过有快充弥补了续航的不足,5
218,"好看，我觉得用着特别好，而且还很快，打开游戏什么的速度都很快，用了好几天，未出现卡顿的问题！
手感不错呦！支持小米！",5
219,使用几天来评价，因为受不了黑鲨二的系统问题，所以换了米酒，首先重量上，真的是很轻，用完黑鲨二再用米酒，完全感觉不到重量，虽然米酒电池比较小。但是中度使用一天足够，就算重度使用一个上午或者下午也不会没电关机，毕竟充电速度很快，冲个二三十分钟还能再战拍照也很漂亮！昨晚拍自己不小心按到夜景模式！没想到！拍出来这么帅！哈哈哈哈嗝。(自恋中)。下周专业考察有500张拍照任务，这次不用担心画质和内存了。哈哈哈，暂时就这么多了。,5
220,等米酒好长时间了，终于攒钱拿上了，并没有让我失望，外观很好看，像素很好，玩游戏也很流畅，电池续航也可以，小米加油，希望越做越好！,5
221,小米9使用了一段时间，真的很好用啊，各方面都很喜欢，系统流畅，颜值很好，希望可以多用几年。,5
